tweet_id,favorites,retweets,user_followers,user_favourites,date_time
885311592912609280,0,16943,8774392,146004,2017-07-13 01:35:06+00:00
885167619883638784,20595,3999,8773686,146003,2017-07-12 16:03:00+00:00
884925521741709313,72534,16558,8773686,146003,2017-07-12 00:01:00+00:00
884876753390489601,26196,5109,8773686,146003,2017-07-11 20:47:12+00:00
884562892145688576,22839,4301,8773686,146003,2017-07-11 00:00:02+00:00
884441805382717440,25463,5213,8774392,146004,2017-07-10 15:58:53+00:00
884247878851493888,68230,18602,8774392,146004,2017-07-10 03:08:17+00:00
884162670584377345,19185,2738,8773686,146003,2017-07-09 21:29:42+00:00
883838122936631299,20557,3145,8773686,146003,2017-07-09 00:00:04+00:00
883482846933004288,43067,9036,8774392,146004,2017-07-08 00:28:19+00:00
883360690899218434,21319,3388,8774392,146004,2017-07-07 16:22:55+00:00
883117836046086144,34866,6072,8774393,146004,2017-07-07 00:17:54+00:00
882992080364220416,22448,3563,8774393,146004,2017-07-06 15:58:11+00:00
882762694511734784,26585,4478,8773687,146003,2017-07-06 00:46:41+00:00
882627270321602560,26305,5562,8774393,146004,2017-07-05 15:48:34+00:00
882268110199369728,42156,10592,8774393,146004,2017-07-04 16:01:23+00:00
882045870035918850,27553,4471,8774393,146004,2017-07-04 01:18:17+00:00
881906580714921986,22875,3112,8774393,146004,2017-07-03 16:04:48+00:00
881666595344535552,47594,9774,8774393,146004,2017-07-03 00:11:11+00:00
881633300179243008,117,7,8773687,146003,2017-07-02 21:58:53+00:00
881536004380872706,46486,14611,8774393,146004,2017-07-02 15:32:16+00:00
881268444196462592,21850,4823,8774393,146004,2017-07-01 21:49:04+00:00
